,text,labels
6230,A U.S. jury has found that drug maker Merck is not liable for the heart attack suffered by a man taking its painkiller Vioxx .,O B-geo O O O O O O B-org O O O O O O O O O O O O O O B-art O
6231,Tehran says it is working on nuclear energy projects .,B-org O O O O O O O O O
6232,He is scheduled to travel to Beijing on November 19 .,O O O O O O B-geo O B-tim I-tim O
6233,Chinese authorities are offering generous rewards to anyone who provides information on security threats during the Olympic Games .,B-gpe O O O O O O O O O O O O O O O O O O
6234,"Two other private airlines , United Eagle Airlines and Air Spring , reportedly hope to begin flying next year , once a review of their applications is completed by the Civil Aviation Administration of China .",O O O O O B-org I-org I-org O B-org I-org O O O O O O O O O O O O O O O O O O O B-org I-org I-org I-org I-org O
6235,Egypt 's President Hosni Mubarak says the militant Islamic group Hamas must recognize Israel if it wants to form a Palestinian government .,B-geo O B-per I-per I-per O O O B-org I-org I-org O O B-geo O O O O O O B-gpe O O
6236,He said the move was decided without consulting the Algerian government .,O O O O O O O O O B-gpe O O
6237,The building was later destroyed .,O O O O O O
6238,"In a hypothetical general election match-up , Democratic Party candidate Senator Barack Obama leads presumed Republican nominee John McCain by 51-to-44 percent .",O O O O O O O B-org I-org I-org B-per B-org B-per O O O O B-per I-per O O O O
6239,"As Europe celebrates Armistice Day , marking the end of World War One , Poland also celebrates the re-establishment of its independence 123 years after Russia , Prussia and Austria divided and occupied the country in 1795 .",O B-geo O B-geo B-tim O O O O B-org I-org I-org I-org O B-org O O O O O O O O O O B-geo O B-geo O B-geo O O O O O O B-tim O
6240,Mathematics is a game with rules and no objectives .,O O O O O O O O O O
6241,It also said that no one else who has come into contact with the woman has shown any symptoms of the virus .,O O O O O O O O O O O O O O O O O O O O O O O
6242,"Kosovo 's ethnic Albanian majority wants independence , while its Serb minority wants the province to remain part of Serbia .",B-geo O O B-gpe O O O O O O B-gpe O O O O O O O O B-geo O
6243,"But officials say the overall threat level has not changed , and there is no suggestion of an imminent attack .",O O O O O O O O O O O O O O O O O O O O O
6244,It was towed into port by another cargo ship that had been hijacked several days earlier .,O O O O O O O O O O O O O B-tim O O O
6245,"The deputy director of the London-based Gates Malaria Partnership , created four years ago by U.S. computer magnate Bill Gates , says the foundation recently approved grants to fund more malaria programs in Africa .",O O O O O O B-org I-org I-org O O B-tim O O O B-geo O O B-per I-per O O O O O O O O O O O O O B-geo O
6246,Venezuela 's government often clashes with Washington .,B-geo O O O O O B-geo O
6247,French President Nicolas Sarkozy interrupted his vacation in the United States to attend the funeral .,B-gpe B-per I-per I-per O O O O O B-geo I-geo O O O O O
6248,Bodies of scores of dead are piled on the stadium steps .,O O O O O O O O O O O O
6249,"Meanwhile , the chief of Iran 's Revolutionary Guards , General Yahya Rahim Safavi , said Saturday his country would use ballistic missiles to defend itself if attacked .",O O O O O B-geo O B-geo I-geo O B-org I-org I-org I-org O O B-tim O O O O O O O O O O O O
6250,The United Nations and African Union are in the final phase of deploying the world 's largest peacekeeping mission in the troubled region .,O B-org I-org I-org I-org I-org O O O O O O O O O O O O O O O O O O
6251,"Israel , in turn , promised to stop killing Palestinians anywhere .",B-geo O O O O O O O O B-gpe O O
6252,Security officials in Iraq say a car bomb has killed at least two people and wounded five in central Baghdad .,O O O B-geo O O O O O O O O O O O O O O O B-geo O
6253,"The leaders are expected to discuss oil exports , as China seeks fresh energy supplies to fuel its rapid economic growth .",O O O O O O O O O O B-geo O O O O O O O O O O O
6254,"The demolition triggered nationwide riots that left about 2,000 people dead , the bloodiest in India since the 1947 partition with Pakistan .",O O O O O O O O O O O O O O O B-geo O O B-tim O O B-geo O
6255,"Sometimes when Junoon performs in the United States , an American-based singer of Indian origin , known as Falu , opens for the group .",O O B-org O O O B-geo I-geo O O O O O B-gpe O O O O B-per O O O O O O
6256,Rock-throwing demonstrators cheered Monday as they used a truck to pull down a segment of the wall .,O O O B-tim O O O O O O O O O O O O O O
6257,"In a radio interview Monday , Rumsfeld dismissed the generals ' criticism .",O O O O B-tim O B-per O O O O O O
6258,Americans also are prohibited from doing business with the carrier and affiliates .,B-gpe O O O O O O O O O O O O
6259,"Health officials say since 2003 , bird flu has killed more than 90 people worldwide , mostly Asians .",O O O B-tim I-tim O O O O O O O O O O O O B-gpe O
6260,Judiciary officials say Swiss DNA and explosives experts will be helping with the probe into Monday 's car bombing in Beirut that killed Mr. Hariri and at least 14 others .,O O O B-gpe O O O O O O O O O O O B-tim O O O O B-geo O O B-per I-per O O O O O O
6261,An AU spokesman says the soldier was hurt Monday when a roadside bomb exploded near an AU vehicle .,O B-org O O O O O O B-tim O O O O O O O B-org O O
6262,The banned Kurdistan Workers ' Party ( PKK ) has been fighting for autonomy for ethnic Kurds in Turkey 's southeast since 1984 .,O O B-org I-org I-org I-org O B-org O O O O O O O O B-org O B-geo O O B-tim I-tim O
6263,"According to RSF , four of the five are being held in secret locations with no information about their condition being released to their families or legal representatives .",O O B-org O O O O O O O O O O O O O O O O O O O O O O O O O O
6264,"The interim government has charged Mr. Bakiyev with mass killing , accusing him of ordering security forces to open fire on anti-government protesters during the uprising .",O O O O O B-per B-org O O O O O O O O O O O O O O O O O O O O
6265,Hifikepunye Pohamba was sworn in Monday as the country 's second president since gaining independence from apartheid-era South Africa in 1990 .,B-per I-per O O O B-tim O O O O O O O O O O O B-geo I-geo O B-tim O
6266,"The strike also comes during the busy holiday period , costing the local economy hundreds of millions of dollars a day .",O O O O O O O O O O O O O O O O O O O O O O
6267,"She steadfastly maintained that she believes progress is being made in Iraq , but she declined to give a timetable for the return home of U.S. troops .",O O O O O O O O O O O B-geo O O O O O O O O O O O O O B-geo O O
6268,Israel and Egypt sealed their borders with the Gaza Strip in 2007 to prevent Hamas militants from getting weapons .,B-geo O B-org O O O O O B-geo I-geo O B-tim O O B-org O O O O O
6269,The World Health Organization confirmed Sunday that two women who died in Indonesia last week had contracted the H5N1 virus that has killed almost 90 people worldwide since 2003 .,O O O O O B-tim O O O O O O B-geo O O O O O O O O O O O O O O B-tim I-tim O
6270,Another accusation against Mr. Ahmadinejad has surfaced in Europe .,O O O B-per B-org O O O B-geo O
6271,Officials say Tomas Ojea Quintana traveled to the northwestern state of Rakhine to meet Wednesday with detainees being held at the Butheetaung prison near the border with Bangladesh .,O O B-org I-org I-org O O O O O O B-org O O B-tim O O O O O O B-geo O O O O O B-org O
6272,Russian officials have pledged to fight corporate corruption and today gave mobile phone operator VimpelCom a tax bill for nearly $ 160 million for 2000 .,B-gpe O O O O O O O O B-tim O O O O B-org O O O O O O O O O B-tim O
6273,"The documents also included complaints that DIA personnel had their e-mails monitored by special forces , and were ordered "" not to talk to anyone in the U.S. "" about what they witnessed .",O O O O O O B-org O O O O O O O O O O O O O O O O O O O O B-geo I-geo O O O O O
6274,VOA 's Alex Villarreal reports .,B-org O B-per I-per O O
6275,"One day it occurred to him to stop saying that his paper was pure and enterprising and fearless , and make it so .",O O O O O O O O O O O O O O O O O O O O O O O O
6276,Mr. Mwanawasa suffered a stroke during a visit to Egypt on June 29 and was transferred to a Paris military hospital last week for treatment .,B-per I-per O O O O O O O O O B-tim I-tim O O O O O B-geo O O O O O O O
6277,The cases are under investigation to determine whether the birds had the deadly H5N1 strain .,O O O O O O O O O O O O O O O O
6278,She notes that freedom of the press is an essential foundation for democracy .,O O O O O O O O O O O O O O
6279,"Captain Michael Dung Nguyen is accused of stealing the money while on duty in Iraq , from April 2007 until last month .",O B-per I-per I-per O O O O O O O O O O B-geo O B-tim I-tim I-tim I-tim O O O
6280,"Ash Wednesday is the start of Lent , which for Roman Catholics opens the 40-day period of penitence , sacrifice and reflection .",O B-tim O O O O B-org O O O B-org I-org O O B-tim I-tim I-tim I-tim O O O O O
6281,"Beijing has objected to Japanese Prime Minister Junichiro Koizumi 's repeated visits to a Tokyo shrine that honors war dead , including war criminals from World War Two .",B-org O O O B-gpe B-per O B-per I-per O O O O O B-geo O O O O O O O O O O O O O O
6282,"Mr. Castro turns 84 later this month , and has recently increased his public appearances following a long period of seclusion , resulting from an illness suffered in 2006 .",B-per I-per O O B-tim O O O O O O O O O O O O O O O O O O O O O O O B-tim O
6283,A joint statement issued in Kabul says the Afghan government has agreed to make sure that the returning Afghans pose no threat .,O O O O O B-geo O O B-gpe O O O O O O O O O B-gpe O O O O
6284,The pontiff also repeated his concern that too few Catholics are giving due reverence to the Eucharist or properly marking Sunday as the Lord 's Day .,O O O O O O O O O B-geo O O O O O O B-tim O O O B-tim O O B-org O B-tim O
6285,The group says it seized a military boat as well as weapons and ammunition during Thursday 's encounter .,O O O O O O O O O O O O O O O B-tim O O O
6286,"Brazilian drug gangs have stepped up their resistance to an army operation in the slums of Rio de Janeiro , clashing with troops during daylight hours .",B-gpe O O O O O O O O O O O O O O O B-org I-org I-org O O O O O O O O
6287,"Mr. Reza , who was working on a U.S.-funded road project , was abducted Sunday night as he drove on the main highway linking the capital , Kabul , with the southern city of Kandahar .",B-per I-per O O O O O O O O O O O O B-tim I-tim O O O O O O O O O O O B-per O O O O O O B-geo O
6288,"In an indictment made public Monday in Miami , prosecutors said 61 year-old Carlos Alvarez and his 55 year-old wife Elsa had been sending to Cuba information on U.S. government officials and anti-Castro exile groups .",O O O O O B-tim O B-geo O O O O O B-per I-per O O O O O B-per O O O O B-geo O O B-geo O O O O O O O
6289,Chinese state media says Beijing has established a company to manufacture passenger jumbo jets .,B-gpe O O O B-geo O O O O O O O O O O
6290,He is expected to return to the Palestinian territories Thursday .,O O O O O O O B-gpe O B-tim O
6291,"The October 8 quake killed about 55,000 people , most of them in Pakistani Kashmir .",O B-tim I-tim O O O O O O O O O O B-gpe B-geo O
6292,The U.S. paid Iran more than $ 100 million in compensation as part of a 1996 settlement .,O B-geo O B-geo O O O O O O O O O O O B-tim O O
6293,The executive director of the U.N. agency said the rising sea levels and storm surges in Vanuatu are the first manifestation of global changes that eventually will touch everyone .,O O O O O B-geo O O O O O O O O O O B-geo O O O O O O O O O O O O O
6294,"Anxious to display cooperation , authorities in Serbia and Montenegro last week gave the prosecutors a secret file on top fugitive war crimes suspect General Ratko Mladic , including a number of pages they earlier had withheld .",O O O O O O O B-geo O B-geo O O O O O O O O O O O O O O B-org I-org I-org O O O O O O O O O O O
6295,But it also a military tradition dating back to the 17th century of calling soldiers or sailors back to their quarters at night with a drum or bugle .,O O O O O O O O O O B-tim I-tim I-tim O O O O O O O O O O O O O O O O
6296,"The Indian government 's key communist allies have rejected a landmark U.S.-India nuclear deal , criticizing it for promoting U.S. influence .",O B-gpe O O O O O O O O O O O O O O O O O B-geo O O
6297,Previous talks collapsed over Hamas 's refusal to implicitly recognize Israel .,O O O O B-org O O O O O B-geo O
6298,It won its complete independence in 1917 .,O O O O O O B-tim O
6299,At least 70 people were wounded .,O O O O O O O
6300,The International Helsinki Federation for Human Rights released a report Monday in which it says it has proof that Russian and Chechen security forces are operating such prisons .,O B-org I-org I-org I-org I-org I-org O O O B-tim O O O O O O O O B-gpe O B-gpe O O O O O O O
6301,Others were killed or injured by power lines downed in the storm .,O O O O O O O O O O O O O
6302,Representatives of the European Union and China have begun a fourth day of talks in Beijing to resolve a trade dispute over Chinese textiles .,O O O B-org I-org I-org I-org O O O O O O O O B-geo O O O O O O B-gpe O O
6303,"Nepal is among the poorest and least developed countries in the world , with almost one-quarter of its population living below the poverty line .",B-gpe O O O O O O O O O O O O O O O O O O O O O O O O
6304,"U.S. Secretary of State Colin Powell says as many as 5,000 Americans are unaccounted for .",B-org B-per I-per I-per I-per I-per O O O O O B-gpe O O O O
6305,"The military says among the dead was Taleban commander Raz Mohammed , who was implicated in several attacks against coalition forces .",O O O O O O O B-org O B-per I-per O O O O O O O O O O O
6306,"In an address in Minsk Tuesday , Mr. Lukashenko said NATO 's eastward expansion and the proposed missile shield in Poland and the Czech Republic would "" seriously complicate "" the military-political situation in the region .",O O O O B-tim I-tim O B-per B-org O B-org O O O O O O O O O B-geo O O B-gpe B-geo O O O O O O O O O O O O
6307,He says another goal should be to help African nations develop the ability to solve their own problems .,O O O O O O O O B-gpe O O O O O O O O O O
6308,President Hosni Mubarak will appoint the remaining 10 seats .,B-per I-per I-per O O O O O O O
6309,"Since late 2000 , Venezuela has been providing oil on preferential terms , and it currently supplies about 1,00,000 barrels per day of petroleum products .",O O B-tim O B-geo O O O O O O O O O O O O O O O O O O O O O
6310,"The bad feelings spilled into the stands , where 3,000 home fans hurled insults and missiles .",O O O O O O O O O O O O O O O O O
6311,European Union leaders are meeting at Britain 's Hampton Court Palace near London to consider policies that will help the grouping compete in the world economy and deal with challenges posed by globalization .,B-org I-org O O O O B-geo O B-org I-org I-org O B-geo O O O O O O O O O O O O O O O O O O O O O
6312,The man set off the grenades after police stopped the taxi .,O O O O O O O O O O O O
6313,"The Iraqi army said it captured the Sunni insurgent leader in the Iraqi capital , Baghdad .",O B-gpe O O O O O B-org O O O O B-gpe O O B-geo O
6314,Lieberman introduced the bill with Republican Senators John McCain and Lindsey Graham .,B-per O O O O B-org I-org B-per B-org O B-per I-per O
6315,It joined the European Community ( now the EU ) with Denmark in 1973 but withdrew in 1985 over a dispute centered on stringent fishing quotas .,O O O B-org I-org O O O B-org O O B-geo O B-tim O O O B-tim I-tim O B-tim O O O O O O
6316,It gives Washington three months to bring its laws into compliance with treaty agreements or face retaliatory tariffs .,O O B-geo B-tim O O O O O O O O O O O O O O O
6317,"Morocco has put forward an autonomy proposal for the territory , which would allow for some local administration while maintaining Moroccan sovereignty .",B-org O O O O O O O O O O O O O O O O O O O B-gpe O O
6318,The thrift holding company said it expects to obtain regulatory approval and complete the transaction by year-end .,O O O O O O O O O O O O O O O O B-tim O
6319,The assassination comes six days after insurgents gunned down Baghdad 's provincial governor and six of his bodyguards as they rode to work .,O O O O O O O O O B-geo O O O O O O O O O O O O O O
6320,"Foreign Ministry spokesman Hamid Reza Asefi told a news conference Sunday the chance of a U.S. strike is very low , echoing recent comments from President Mohammad Khatami .",B-org I-org O B-per I-per I-per O O O O B-tim O O O O B-geo O O O O O O O O O B-per I-per I-per O
6321,The Bush administration has cited the material as evidence that Iran is trying to produce highly enriched uranium needed for nuclear weapons .,O B-per O O O O O O O O B-geo O O O O O O O O O O O O
6322,"Earlier , the prime minister told parliament he is stepping down with plans to form a new and stronger coalition .",O O O B-per O O O O O O O O O O O O O O O O O
6323,"The second study by French researchers also found that the early , aggressive treatment of mini-strokes brought similar benefits .",O O O O B-gpe O O O O O O O O O O O O O O O
6324,"Meanwhile Tuesday , anti-corruption officials announced they have summoned former President Bakili Muluzi to answer questions about alleged graft during his time in office .",O B-tim O O O O O O O O B-per I-per I-per O O O O O O O O O O O O
6325,The deadlocked talks are threatening to further disrupt the already shaky truce .,O O O O O O O O O O O O O
6326,"In early 2010 , the Jamaican government created the Jamaica Debt Exchange ( JDX ) in order to retire high-priced domestic bonds and significantly reduce annual debt servicing .",O O B-tim O O B-gpe O O O B-org I-org I-org O B-org O O O O O O O O O O O O O O O
6327,"In 2005 , exploitable oil deposits were found beneath Cambodia 's territorial waters , representing a new revenue stream for the government if commercial extraction begins .",O B-tim O O O O O O O B-geo O O O O O O O O O O O O O O O O O
6328,"The local deputy police chief , Amanullah Khan , says Taliban militants opened fire on a group of sleeping policemen at a remote checkpoint in Kandahar 's Arghandab district .",O O O O O O B-per I-per O O B-org O O O O O O O O O O O O O O B-geo O B-geo O O
6329,"Congressman Tom Lantos - a Democrat from the western U.S. state of California - spoke in Beijing Tuesday after three days of talks with high-ranking North Korean officials including the vice president of the Presidium of the Supreme People 's Assembly , Yang Hyong-sop , and Foreign Minister Paek Nam Sun .",O B-per I-per O O O O O O B-geo O B-geo I-geo I-geo O O B-geo B-tim O B-tim O O O O O O B-gpe O O O O O O O O O O B-org I-org I-org I-org O B-per I-per O O O O B-per I-per I-per O
6330,"Mr. Powell says many of those unable to evacuate New Orleans before Katrina struck were trapped by poverty , which disproportionately affects blacks .",B-per I-per O O O O O O O B-geo I-geo O B-nat O O O O O O O O O O O
6331,Here is his report .,O O O O O
6332,Italy says it will campaign at the United Nations for a global ban on the death penalty after images of the hanging of Iraq 's former dictator shocked people worldwide .,B-geo O O O O O O B-org I-org O O O O O O O O O O O O O O B-geo O O O O O O O
6333,Three policemen guarding a convoy transporting supplies to U.S. bases were killed late Saturday during an ambush in the southern province Zabul .,O O O O O O O O B-geo O O O O B-tim O O O O O O O B-geo O
6334,"Iraq 's female politicians plan to push for more positions in Prime Minister Nouri al-Maliki 's new Cabinet , which includes only one woman .",B-geo O O O O O O O O O O B-per O B-per I-per O O O O O O O O O O
6335,"After cracking down on firms trading with Iran , UAE authorities say they are worried that the newest sanctions against Iran may hurt business interests .",O O O O O O O B-geo O B-geo O O O O O O O O O O B-geo O O O O O
6336,Millions of people face shortages of drinking water in other parts of the country because of high temperatures and record droughts .,O O O O O O O O O O O O O O O O O O O O O O
6337,"The World Health Organization says the bird flu virus has killed more than 200 people worldwide since 2003 , mostly in Asia .",B-org I-org I-org I-org O O O O O O O O O O O O B-tim I-tim O O O B-geo O
6338,"When the thaw set in , he led them all out to feed , and the Wild Goats scampered away as fast as they could to the mountains .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
6339,"Agency officials say they are not sure exactly what happened because the two employees , both women , are too scared to talk .",B-org O O O O O O O O O O O O O O O O O O O O O O O
6340,Cases have been discovered in 19 of Egypt 's 26 provinces .,O O O O O O O B-geo O O O O
6341,"The commander , said to be Mullah Omar 's former deputy and now the head of Taleban operations , held a Kalashnikov assault rifle and partly covered his face with a black turban during the interview .",O O O O O O B-per I-per O O O O O O O O B-org O O O O B-org O O O O O O O O O O O O O O O
6342,"He founded the Egyptian Islamic Jihad , a group that opposes the secular Egyptian government and seeks to overthrow it through violent means .",O O O B-gpe B-org I-org O O O O O O O B-gpe O O O O O O O O O O
6343,"Relief workers say the fear is that disease could sweep through cold , poorly nourished survivors , causing a second wave of deaths .",O O O O O O O O O O O O O O O O O O O O O O O O
6344,Hoggard finished at Apr-29 while Panesar was Mar-46 .,B-per O O O O B-per O O O
6345,Israel completed a withdrawal from the Gaza Strips and four Jewish settlements in the northern West Bank last month .,B-geo O O O O O B-geo I-geo O O O O O O O B-org I-org O O O
6346,"The Tibetan leader said he developed a close personal friendship with the pontiff , after meeting on several occasions .",O B-gpe O O O O O O O O O O O O O O O O O O
6347,"King Abdullah II of Jordan has vowed "" zero tolerance "" toward terrorists , as his government says al-Qaida in Iraq was behind Wednesday 's triple suicide attacks that killed 57 people .",B-per I-per I-per O B-gpe O O O O O O O O O O O O O B-org O B-geo O O B-tim O O O O O O O O O
6348,U.S weather forecasters say hurricane warnings have been posted for Mexico 's Yucatan peninsula as Hurricane Wilma continues to churn slowly through the Caribbean .,B-org O O O O O O O O B-org B-geo B-org B-geo O O B-eve I-eve O O O O O O B-geo O
6349,Iran insists that its nuclear activity is for peaceful purposes and that its military is not involved .,B-geo O O O O O O O O O O O O O O O O O
6350,"However , Tony Lama said it would promptly submit the offer to a special committee of the company 's board .",O O B-org I-org O O O O O O O O O O O O O O O O O
6351,"The head of the Russian Orthodox Church , Patriarch Alexy , urged believers to mark Christmas with good deeds .",O O O O B-gpe B-geo I-geo O B-geo I-geo O O O O O B-geo O O O O
6352,"Earlier , oil prices went as high at $ 122.73 a barrel , a record high .",O O O O O O O O O O O O O O O O O
6353,Also winning in the second round was third seeded Xavier Malisse of Belgium .,O O O O O O O O O B-per I-per O B-geo O
6354,Washington accuses the two countries of fomenting tension in Iraq by allowing insurgents to enter Iraq and then aiding them .,B-geo O O O O O O O O B-geo O O O O O B-geo O O O O O
6355,"Wal-Mart has 1.2 million employees who operate 3,500 stores in the United States , Canada , China , Mexico , Brazil , Germany , the United Kingdom , and South Korea .",B-org O O O O O O O O O O B-geo I-geo O B-geo O B-geo O B-geo O B-geo O B-geo O O B-geo I-geo O O B-geo I-geo O
6356,U.N. Secretary-General Kofi Annan has said Israel should withdraw from Lebanon once five thousand U.N. peacekeepers have deployed .,B-org I-org B-per I-per O O B-geo O O O B-geo O O O B-geo O O O O
6357,The Roman Catholic pontiff also canceled his audiences on Monday .,O B-org I-org O O O O O O B-tim O
6358,"The Indian prime minister called Mr. Obama a visionary leader who has given hope to all of "" the oppressed people "" of the world .",O B-gpe B-per O O B-per I-per O O O O O O O O O O O O O O O O O O O
6359,"In early January , President Hugo Chavez said Venezuela should regain control of strategic sectors of its economy .",O O B-tim O B-per I-per I-per O B-geo O O O O O O O O O O
6360,The 77-year-old leader remains in a coma after suffering a massive stroke on January 4 .,O O O O O O O O O O O O O B-tim I-tim O
6361,The U.S. military in Iraq says three Marines have died of wounds sustained due to enemy action in western Al Anbar province .,O B-geo O O B-geo O O B-per O O O O O O O O O O O B-org I-org O O
6362,Mr. Ahmed was arrested in Pakistan in late 2001 .,B-per I-per O O O B-geo O O B-tim O
6363,The United States and its Western allies accuse Iran of trying to develop nuclear weapons .,O B-org I-org O O O O O B-geo O O O O O O O
6364,Harry Whittington spoke Friday as he was leaving the Texas hospital that treated him after Mr. Cheney sprayed him with bird shot Saturday .,B-per I-per O B-tim O O O O O B-geo O O O O O B-per I-per O O O O O B-tim O
6365,"Officials said they determined that the virus was spread to the area from Kengtung Township , where bird flu broke out in December 18 .",O O O O O O O O O O O O O B-geo I-geo O O O O O O O B-tim I-tim O
6366,"Meanwhile , Germany has called for the immediate release of one of its missing nationals .",O O B-geo O O O O O O O O O O O O O
6367,Palestinian security forces in the Gaza Strip have destroyed three illegally-built homes of senior Palestinian officers - as part of what the Palestinian Authority says is a new anti-corruption campaign .,B-gpe O O O O B-geo I-geo O O O O O O O B-gpe O O O O O O O B-gpe O O O O O O O O
6368,The latest accident in China 's notoriously dangerous mines comes one week after an accidental explosion killed 21 miners in Sichuan province in southwestern China .,O O O O B-geo O O O O O O O O O O O O O O O B-geo O O O B-geo O
6369,"In the first , Merck was ordered to pay millions of dollars to the widow of a Vioxx user .",O O O O B-org O O O O O O O O O O O O B-art O O
6370,Mr. Deby and Mr. Bashir signed a peace agreement at the urging of Libya in 2006 but the agreement quickly broke down .,B-per I-per O B-per I-per O O O O O O O O B-geo O B-tim O O O O O O O
6371,"The two leaders issued a joint statement following talks in Paris Saturday calling for Syria and Lebanon to work towards a relationship based on "" respect , equality , security and sovereignty . """,O O O O O O O O O O B-geo B-tim O O B-geo O B-geo O O O O O O O O O O O O O O O O O
6372,The president says such changes are necessary to block terrorists from trying to influence Russia 's local elections .,O O O O O O O O O O O O O O B-geo O O O O
6373,"The Russian leader said Iran 's president told him he wanted continued negotiations with Britain , France and Germany .",O B-gpe O O B-geo O O O O O O O O O B-geo O B-geo O B-geo O
6374,"In 2008 , Brazil became a net external creditor and two ratings agencies awarded investment grade status to its debt .",O B-tim O B-geo O O O O O O O O O O O O O O O O O
6375,"The Viper , turning about , stung him , and falling into a swoon , the man said to himself , "" Woe is me ! that while I purposed to hunt another , I am myself fallen unawares into the snares of death . """,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
6376,"The marchers massed in Bogota and Cartagena Thursday , saying the accord would worsen unemployment in the Andean nation .",O O O O B-geo O B-geo B-tim O O O O O O O O O O O O
6377,The country was thrown into chaos after the government installed the son of longtime leader Gnassingbe Eyadema after he died in February .,O O O O O O O O O O O O O O O B-per I-per O O O O B-tim O
6378,"It calls for those companies to invest more in the poor communities where they drill , including repairing highways .",O O O O O O O O O O O O O O O O O O O O
6379,Colombian President Alvaro Uribe and two of his South American counterparts have opened a gas pipeline between Colombia and Venezuela .,B-gpe B-per I-per I-per O O O O O B-gpe O O O O O O O B-geo O B-geo O
6380,"Meanwhile , rescue teams in rafts and boats pulled people from flooded homes in the Cuban capital , Havana , Monday after seas swollen by Wilma submerged parts of the city under water .",O O O O O O O O O O O O O O O B-gpe O O B-geo O B-tim O O O O B-org O O O O O O O O
6381,"Farther east , the U.-S.-led coalition force says troops captured a known al-Qaida terrorist and five other extremists Monday during an operation near the city of Khost .",O O O O O O O O O O O O B-org O O O O O B-tim O O O O O O O B-geo O
6382,"The blockade began on the ninth anniversary of the rebels ' violent uprising against the monarchy , during which more than 11,000 people have been killed .",O O O O O O O O O O O O O O O O O O O O O O O O O O O
6383,The 75-year-old Talabani has been president since 2005 .,O O B-per O O O B-tim I-tim O
6384,Iran is the world 's fourth largest oil producer .,B-geo O O O O O O O O O
6385,"India says it would consider granting autonomy to the disputed region of Kashmir to help make peace with Pakistan , but added it will not redraw its borders .",B-geo O O O O O O O O O O O B-geo O O O O O B-geo O O O O O O O O O O
6386,"Witnesses in Somalia say insurgents have burned and dragged the bodies of at least two soldiers through the streets of Mogadishu , after a clash between militants and Ethiopian forces killed seven people .",O O B-geo O O O O O O O O O O O O O O O O O B-geo O O O O O O O B-gpe O O O O O
6387,"Some wanted it to be simply "" my Lord , "" others held out for "" your Dukeness , "" and still others preferred "" my Sovereign Liege . """,O O O O O O O O B-per O O O O O O O O O O O O O O O O O O O O O
6388,"The Kommersant reports Thursday that Venezuelan President Hugo Chavez is expected to sign the deal during a trip to Moscow , which starts June 29 .",O O O B-tim O B-gpe B-per I-per I-per O O O O O O O O O O B-geo O O O B-tim I-tim O
6389,There has been no claim of responsibility for the killing .,O O O O O O O O O O O
6390,"Speaking at the summit , U.N. Secretary General Kofi Annan promised to back peacekeeping operations and humanitarian aid in the region .",O O O O O B-org B-per I-per I-per I-per O O O O O O O O O O O O
6391,The goal of the talks is to replace the 1991 Strategic Arms Reduction Treaty ( START I ) before it expires on December 5 .,O O O O O O O O O B-tim B-art I-art I-art I-art O B-art I-art O O O O O B-tim I-tim O
6392,She asked how can pro-whaling nations justify hunting them ?,O O O O O O O O O O
6393,An Afghan Defense Ministry spokesman said Tuesday the fighting occurred in the Dai Chopan district of southern Zabul province .,O B-gpe B-org I-org O O B-tim O O O O O B-geo I-geo O O O B-geo O O
6394,He calls on U.N. members to increase the size of the peacekeeping force and pressure the combatants to put down their weapons and work towards peace .,O O O B-org O O O O O O O O O O O O O O O O O O O O O O O
6395,"During his reign he made a royal proclamation for a general assembly of all the birds and beasts , and drew up conditions for a universal league , in which the Wolf and the Lamb , the Panther and the Kid , the Tiger and the Stag , the Dog and the Hare , should live together in perfect peace and amity .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
6396,The official Xinhua news agency reports officials said a six-year-old boy in central Hunan province first showed symptoms of the disease on December 24 and is now being treated for the deadly H5N1 strain of the virus .,O O B-org O O O O O O O O O O B-geo O O O O O O O O B-tim I-tim O O O O O O O O O O O O O O
6397,Earlier she and British Foreign Secretary Jack Straw conferred with Muslim community leaders in Straw 's home city of Blackburn .,O O O B-gpe B-per I-per I-per I-per O O B-org O O O B-geo O O O O B-geo O
6398,The confirmation from a Hong Kong laboratory came Sunday after local tests showed that two women who died last week had contracted the deadly H5N1 strain of the virus .,O O O O B-geo I-geo O O B-tim O O O O O O O O O O O O O O O O O O O O O
6399,The former Iraqi leader and seven co-defendants are accused of killing more than 140 people in the town of Dujail in 1982 after a failed assassination attempt .,O O B-gpe O O O O O O O O O O O O O O O O B-geo O B-tim O O O O O O
6400,"OF two Writers one was brilliant but indolent ; the other though dull , industrious .",O O O O O O O O O O O O O O O O
6401,"The imperial family has not produced a male heir since 1965 , prompting Prime Minister Junichiro Koizumi to propose a bill recommending that the emperor 's first-born child - regardless of sex - ascend to the Chrysanthemum throne .",O O O O O O O O O O B-tim O O B-per I-per I-per I-per O O O O O O O O O O O O O O O O O O O B-org O O
6402,Palestinian officials say Mr. Abbas will meet with militants in Gaza Wednesday to urge them to agree to a cease-fire that must be reciprocated by the Jewish state .,B-gpe O O B-per I-per O O O O O B-geo B-tim O O O O O O O O O O O O O O O O O
